Elapsed time (s),Therm 1 Temp (C),Therm 2 Temp (C),Battery Voltage (V),Payload Current (A),Sun Angle (degrees)
1324.4,35.913,36.333,8.188,0.199,64.8
1324.4,35.913,35.025,9.274,1.863,64.8
1324.5,35.913,35.025,8.228,1.305,64.8
1324.7,35.913,35.025,8.208,0.687,64.8
1324.8,35.913,35.025,8.437,0.966,64.8
1324.9,35.714,35.025,8.168,1.275,64.8
1325,35.913,35.025,8.586,0.09,64.8
1325.1,35.813,35.725,8.407,1.414,64.8
1325.2,35.813,35.025,8.168,0.598,64.8
1325.3,35.913,35.025,8.208,1.275,64.8
1325.4,34.631,34.827,8.248,1.315,64.8
1325.5,35.813,35.025,8.198,0.637,64.8
1325.6,35.614,35.025,8.228,1.315,64.8
1325.7,35.813,35.025,8.178,1.185,64.8
1325.8,35.813,35.025,8.477,1.454,64.8
1325.9,35.813,34.141,8.168,1.275,64.8
1326,36.823,35.025,8.636,0.189,64.8
1326.1,35.813,34.238,8.377,0.538,64.8
1326.2,35.813,35.025,8.208,1.195,64.8
1326.3,35.813,35.025,8.417,1.434,64.8
1326.4,35.813,35.025,8.347,1.345,64.8
1326.5,35.813,35.025,8.417,0.896,64.8
1326.6,35.813,35.025,8.168,1.275,64.8
1326.7,35.813,35.025,8.427,0.219,64.8
1326.8,35.813,36.435,8.198,0.199,64.8
1326.9,35.813,35.025,8.317,0.647,64.8
1327.1,35.813,35.025,8.208,0.498,64.8
1327.1,35.813,35.025,8.756,1.574,64.8
1327.3,35.714,35.025,8.287,1.305,64.8
1327.3,35.714,35.025,8.168,1.275,64.8
1327.5,36.518,34.336,8.387,1.404,64.8
1327.6,35.714,35.124,8.796,1.594,64.8
1327.7,35.714,35.124,8.646,1.703,64.8
1327.8,35.714,35.926,8.188,1.185,64.8
1327.8,35.714,35.124,8.576,1.514,64.8
1328,35.714,35.124,8.198,0.787,64.8
1328.1,35.714,35.124,8.178,1.285,64.8
1328.2,35.714,35.124,8.586,1.514,64.8
1328.3,35.714,35.124,8.507,1.464,64.8
1328.4,35.813,35.124,8.168,1.275,64.8
1328.5,35.714,35.124,8.278,0.747,64.8
1328.6,35.714,35.224,8.208,0.707,64.8
1328.7,35.714,35.224,8.726,1.494,64.8
1328.8,35.714,35.224,9.294,1.903,64.8
1328.9,35.714,34.336,8.726,1.584,64.8
1329,35.714,35.224,8.566,1.604,64.8
1329.1,35.714,35.926,8.357,1.395,64.8
1329.2,35.714,35.224,8.447,1.365,64.8
1329.3,35.714,35.224,8.347,1.375,64.8
1329.4,35.714,35.224,8.178,1.285,64.8
1329.5,35.913,35.124,9.164,1.972,64.8
1329.6,35.614,35.224,8.696,1.564,64.8
1329.7,35.714,35.224,8.606,1.713,64.8
1329.8,36.823,36.641,8.228,1.305,64.8
1329.9,35.515,34.336,8.188,0.887,64.8
1330,35.614,35.224,8.248,0.598,64.8
1330.1,35.12,35.725,8.168,1.275,64.8
1330.2,35.714,35.224,8.327,0.488,64.8
1330.3,35.614,35.224,8.606,1.673,64.8
1330.5,36.114,34.926,8.168,0.04,64.8
1330.5,36.114,34.827,8.178,0.857,64.8
1330.7,35.913,35.124,9.154,1.843,64.8
1330.7,35.614,35.224,8.357,1.385,64.8
1330.9,35.614,35.224,8.268,1.345,64.8
1331,35.515,35.224,8.198,0.179,64.8
1331.1,35.614,35.323,8.307,0.767,64.8
1331.2,35.614,35.224,8.168,1.275,64.8
1331.3,35.614,35.224,8.188,1.136,64.8
1331.4,35.614,35.323,8.556,1.604,64.8
1331.5,36.416,35.323,9.074,1.763,64.8
1331.6,35.614,34.434,8.178,1.265,64.8
1331.7,35.614,35.323,8.268,1.325,64.8
1331.8,35.614,35.323,9.084,1.783,64.8
1331.9,35.218,35.323,8.178,1.285,64.8
1332,35.614,35.124,8.188,1.265,64.8
1332.1,35.614,34.532,8.337,1.325,64.8
1332.2,35.614,35.323,8.417,0.588,64.8
1332.3,35.416,34.926,8.337,0.438,64.8
1332.4,35.614,35.323,8.576,0.179,64.8
1332.5,35.714,35.323,8.407,1.404,64.8
1332.6,35.813,34.532,8.168,1.275,64.8
1332.7,35.614,35.323,9.423,1.982,64.8
1332.8,35.614,37.158,8.198,0.219,64.8
1332.9,35.614,35.323,8.178,0.528,64.8
1333,36.925,34.63,8.188,1.275,64.8
1333.1,35.614,35.323,8.178,1.295,64.8
1333.2,35.614,35.423,8.268,1.315,64.8
1333.3,35.614,35.423,8.178,1.285,64.8
1333.4,35.614,35.423,8.626,1.534,64.8
1333.6,35.614,35.624,8.497,1.464,64.8
1333.6,35.614,35.423,8.168,1.275,64.8
1333.8,35.614,35.423,8.626,1.066,64.8
1333.8,35.515,35.224,8.248,1.315,64.8
1334,36.214,35.423,8.327,0.359,64.8
1334.1,35.614,36.538,8.447,1.444,64.8
1334.2,35.614,35.423,8.636,1.444,64.8
1334.3,35.614,35.423,8.278,0.339,64.8
1334.4,36.925,34.827,8.168,1.275,64.8
1334.5,35.614,35.423,8.218,1.335,64.8
1334.6,35.614,35.423,8.357,0.877,64.8
1334.7,35.416,35.423,8.427,1.424,64.8
1334.8,35.218,36.641,8.696,1.763,64.8
1334.9,35.614,35.524,8.477,1.454,64.8
1335,36.721,35.423,8.796,1.594,64.8
1335.1,35.614,35.524,8.168,1.275,64.8
1335.2,35.515,35.524,8.228,0.269,64.8
1335.3,35.614,35.524,8.317,1.315,64.8
1335.4,35.614,35.423,9.234,1.873,64.8
1335.5,36.114,35.524,8.736,1.574,64.8
1335.6,35.614,35.524,8.029,0.857,64.8
1335.7,34.826,35.423,8.307,1.295,64.8
1335.8,35.614,35.524,8.168,1.275,64.8
1335.9,35.614,35.524,8.208,0.687,64.8
1336,35.614,35.524,8.507,1.464,64.8
1336.1,35.614,35.524,8.168,0.359,64.8
1336.2,35.614,35.524,8.188,1.245,64.8
1336.3,35.614,35.423,8.686,1.554,64.8
1336.4,35.614,35.423,8.606,1.136,64.8
1336.5,35.515,36.847,8.367,1.395,64.8
1336.7,35.022,35.524,8.218,1.155,64.8
1336.7,35.515,35.423,8.407,0.319,64.8
1336.9,35.614,36.333,8.178,1.285,64.8
1336.9,34.924,35.423,8.347,1.335,64.8
1337.1,35.515,35.524,9.164,1.783,64.8
1337.2,35.614,34.728,8.168,1.265,64.8
1337.3,35.614,35.423,8.576,0.05,64.8
1337.4,35.515,35.423,8.457,0.339,64.8
1337.5,34.631,35.423,9.064,1.305,64.8
1337.6,35.515,35.423,8.596,1.514,64.8
1337.7,35.515,35.423,8.307,1.355,64.8
1337.8,35.12,35.423,8.397,0.458,64.8
1337.9,35.614,35.224,8.327,1.385,64.8
1338,35.813,35.423,8.397,1.414,64.8
1338.1,35.614,35.524,8.377,0.558,64.8
1338.2,35.614,35.524,8.168,1.275,64.8
1338.3,35.614,35.725,8.387,0.458,64.8
1338.4,35.614,35.524,8.327,1.086,64.8
1338.5,35.614,35.524,8.377,1.404,64.8
1338.6,35.614,35.725,9.274,2.052,64.8
1338.7,35.614,35.624,8.198,1.275,64.8
1338.8,35.614,35.524,8.636,0.12,64.8
1338.9,35.614,37.054,8.178,1.275,64.8
1339,35.714,34.827,8.796,1.594,64.8
1339.1,35.614,35.624,8.407,1.444,64.8
1339.2,35.714,34.728,9.174,1.893,64.8
1339.3,36.518,35.624,8.556,0.11,64.8
1339.4,35.614,35.624,8.437,1.424,64.8
1339.5,36.416,35.624,8.337,0.538,64.8
1339.6,35.813,35.624,8.188,1.285,64.8
1339.7,35.614,35.624,8.327,0.956,64.8
1339.9,35.714,35.624,8.447,1.365,64.8
1339.9,35.614,35.025,8.168,0.02,64.8
1340,35.022,35.624,8.228,1.165,64.8
1340.1,35.714,35.624,8.467,1.375,64.8
1340.3,35.714,35.624,8.198,1.275,64.8
1340.4,35.714,36.435,8.198,1.295,64.8
1340.5,35.714,35.725,8.208,0.03,64.8
1340.6,35.714,36.744,8.337,1.325,64.8
1340.7,35.614,37.158,8.178,1.285,64.8
1340.8,35.12,35.725,8.188,1.265,64.8
1340.9,35.614,35.725,8.367,1.424,64.8
1341,36.925,35.725,8.337,1.365,64.8
1341.1,36.315,35.725,8.278,0.677,64.8
1341.2,36.416,35.025,8.417,1.424,64.8
1341.3,35.614,35.725,8.357,1.265,64.8
1341.4,35.614,35.725,8.168,1.275,64.8
1341.5,35.416,35.725,8.188,1.265,64.8
1341.6,35.614,35.725,8.596,0.259,64.8
1341.7,35.614,35.725,8.467,0.329,64.8
1341.8,35.614,35.725,8.188,0.847,64.8
1341.9,35.614,35.725,8.487,0.379,64.8
1342,35.614,35.725,8.228,1.225,64.8
1342.1,35.614,35.725,8.168,1.265,64.8
1342.2,35.614,35.725,8.198,0.04,64.8
1342.3,35.515,35.725,8.208,1.345,64.8
1342.4,35.515,35.725,8.606,0.468,64.8
1342.5,35.614,35.825,8.407,0.488,64.8
1342.7,35.515,35.725,8.417,0.926,64.8
1342.7,35.813,35.725,8.188,0.11,64.8
1342.9,35.515,36.641,8.178,1.275,64.8
1342.9,36.114,35.124,8.208,0.1,64.8
1343,35.515,36.641,8.347,1.355,64.8
1343.2,35.515,35.725,8.168,1.265,64.8
1343.2,36.214,35.725,8.327,1.325,64.8
1343.4,35.515,35.725,8.556,0.279,64.8
1343.5,35.714,35.725,8.198,0.269,64.8
1343.6,36.013,35.725,8.188,1.285,64.8
1343.7,35.515,35.725,8.467,0.408,64.8
1343.8,35.515,35.725,8.347,0.478,64.8
1343.9,35.515,35.725,8.168,1.265,64.8
1344,35.614,34.63,8.188,1.275,64.8
1344.1,35.515,35.725,8.188,0.538,64.8
1344.2,35.317,35.725,8.756,1.574,64.8
1344.3,35.515,35.725,8.626,1.524,64.8
1344.4,35.515,35.725,8.198,1.265,64.8
1344.5,35.614,35.725,8.188,0.508,64.8
1344.6,35.515,36.333,8.178,1.275,64.8
1344.7,35.416,35.725,8.576,0.01,64.8
1344.8,35.416,35.725,8.198,1.275,64.8
1344.9,34.631,35.725,8.168,0.817,64.8
1345,35.416,35.825,8.447,1.494,64.8
1345.1,35.022,35.725,8.467,1.444,64.8
1345.2,36.114,35.725,8.766,1.584,64.8
1345.3,35.416,35.725,8.497,1.474,64.8
1345.4,35.317,34.827,8.387,0.369,64.8
1345.5,35.416,35.725,8.188,0.488,64.8
1345.6,35.813,35.725,8.178,1.275,64.8
1345.7,35.416,35.825,8.417,0.956,64.8
1345.8,35.416,35.825,9.124,1.922,64.8
1345.9,35.515,35.825,8.686,1.723,64.8
1346,35.614,35.926,8.188,1.285,64.8
1346.1,35.416,35.825,8.656,1.763,64.8
1346.3,35.416,35.825,8.278,1.325,64.8
1346.4,35.416,35.825,8.178,1.275,64.8
1346.5,35.515,35.825,8.497,1.464,64.8
1346.6,35.416,35.224,8.198,0.06,64.8
1346.7,35.416,35.825,8.347,0.996,64.8
1346.8,35.515,36.028,8.248,1.305,64.8
1346.9,35.913,35.725,8.228,1.295,64.8
1347,35.416,35.825,8.278,1.305,64.8
1347.1,35.515,35.825,8.178,1.275,64.8
1347.2,36.315,35.825,8.716,1.763,64.8
1347.3,35.416,35.825,8.297,0.787,64.8
1347.4,35.317,35.124,9.114,1.783,64.8
1347.5,35.515,35.825,8.307,1.295,64.8
1347.6,35.515,35.825,7.959,1.006,64.8
1347.7,35.218,35.825,8.756,1.584,64.8
1347.8,35.515,35.825,8.178,1.275,64.8
1347.9,35.913,35.926,8.417,1.424,64.8
1348,35.515,35.825,8.188,0.807,64.8
1348.1,36.823,34.532,8.168,0.05,64.8
1348.2,35.515,35.926,8.417,0.827,64.8
1348.3,35.813,35.725,8.367,0.379,64.8
1348.4,35.614,35.926,8.287,0.438,64.8
1348.5,35.614,36.847,8.218,1.305,64.8
1348.6,35.614,35.926,8.307,1.275,64.8
1348.7,35.614,35.926,8.397,1.414,64.8
1348.9,35.614,36.028,8.178,0.06,64.8
1348.9,36.114,34.827,8.198,1.265,64.8
1349.1,35.317,36.028,8.576,0.289,64.8
1349.1,35.614,36.028,8.477,1.454,64.8
1349.3,35.614,36.95,8.278,1.345,64.8
1349.4,35.614,36.129,8.487,1.454,64.8
1349.5,35.614,37.158,8.666,1.783,64.8
1349.6,35.614,36.129,8.178,1.275,64.8
1349.7,34.924,36.129,8.686,1.464,64.8
1349.8,35.614,36.129,8.367,0.588,64.8
1349.9,35.317,36.129,8.646,1.484,64.8
1350,35.614,36.129,8.178,1.275,64.8
1350.1,34.924,35.224,8.377,1.395,64.8
1350.2,35.614,36.129,8.596,0.349,64.8
1350.3,34.052,35.224,8.178,1.275,64.8
1350.4,35.714,37.367,8.188,0.528,64.8
1350.5,35.614,36.538,9.045,1.723,64.8
1350.6,35.614,36.129,8.686,1.524,64.8
1350.7,35.614,36.129,8.606,1.693,64.8
1350.8,34.729,36.028,8.238,1.305,64.8
1350.9,35.614,36.129,8.417,1.454,64.8
1351,35.515,36.231,8.178,1.285,64.8
1351.1,35.614,36.231,8.218,1.265,64.8
1351.2,35.614,36.231,9.054,1.753,64.8
1351.3,34.631,36.231,8.377,1.395,64.8
1351.4,35.714,36.231,8.427,0.986,64.8
1351.5,35.614,36.435,8.995,1.753,64.8
1351.7,35.614,36.231,8.278,0.667,64.8
1351.7,33.29,34.926,8.178,1.275,64.8
1351.8,35.714,36.231,8.198,1.255,64.8
1351.9,35.614,36.028,8.317,1.235,64.8
1352,35.714,36.231,8.596,0.08,64.8
1352.2,35.714,36.847,8.218,1.155,64.8
1352.3,35.714,36.231,8.417,0.269,64.8
1352.4,35.913,36.231,8.268,1.325,64.8
1352.5,36.114,36.231,8.178,1.275,64.8
1352.6,35.714,36.231,8.427,1.454,64.8
1352.7,35.614,36.333,8.895,1.494,64.8
1352.8,35.614,36.333,8.178,1.126,64.8
1352.9,35.614,36.333,8.566,1.604,64.8
1353,35.515,35.624,8.397,0.448,64.8
1353.1,35.614,36.333,8.278,0.707,64.8
1353.2,35.614,37.054,8.238,1.315,64.8
1353.3,34.826,36.435,8.218,1.205,64.8
1353.4,35.614,36.435,8.447,1.414,64.8
1353.5,35.614,36.435,8.178,1.275,64.8
1353.6,35.614,36.435,8.417,0.916,64.8
1353.7,35.614,37.054,8.198,1.265,64.8
1353.8,35.614,36.435,8.198,0.478,64.8
1353.9,35.614,36.538,8.178,1.275,64.8
1354,35.614,36.435,8.188,0.936,64.8
1354.1,35.614,36.435,8.447,0.319,64.8
1354.2,35.022,35.624,8.178,1.275,64.8
1354.3,36.518,36.435,8.427,0.408,64.8
1354.4,35.515,36.333,9.204,1.912,64.8
1354.5,35.515,36.333,8.357,0.628,64.8
1354.6,34.924,36.333,8.178,0.568,64.8
1354.8,35.515,36.538,9.094,1.813,64.8
1354.8,35.515,36.333,8.656,1.703,64.8
1355,35.515,36.333,8.168,1.265,64.8
1355,35.515,37.262,8.188,0.309,64.8
1355.2,35.416,36.231,8.646,1.753,64.8
1355.3,35.416,36.231,8.606,0.299,64.8
1355.3,34.924,36.129,8.736,1.584,64.8
1355.5,35.416,37.262,8.636,1.504,64.8
1355.6,35.416,36.231,8.268,0.458,64.8
1355.7,35.416,36.231,8.188,1.285,64.8
1355.8,35.416,36.231,8.278,0.687,64.8
1355.9,35.416,36.435,8.397,1.404,64.8
1356,35.416,35.224,8.178,1.285,64.8
1356.1,35.416,36.129,8.477,0.219,64.8
1356.2,35.416,36.129,8.258,1.315,64.8
1356.3,34.924,36.129,8.198,0.289,64.8
1356.4,35.416,36.231,8.178,1.275,64.8
1356.5,35.614,35.725,8.248,1.315,64.8
1356.6,35.416,36.129,8.646,1.783,64.8
1356.7,35.416,36.129,8.178,1.275,64.8
1356.8,35.416,36.129,8.347,0.498,64.8
1356.9,35.317,36.231,8.297,1.026,64.8
1357,35.317,36.129,8.287,0.857,64.8
1357.1,35.218,36.028,9.025,1.753,64.8
1357.2,35.317,36.129,8.228,1.165,64.8
1357.3,35.317,36.129,8.287,0.906,64.8
1357.4,35.913,36.028,8.178,1.275,64.8
1357.5,35.416,36.129,8.218,1.205,64.8
1357.6,35.317,36.129,8.636,1.524,64.8
1357.7,35.317,36.129,8.786,1.444,64.8
1357.9,36.013,36.129,8.746,1.494,64.8
1357.9,35.317,36.129,9.015,1.733,64.8
1358.1,34.729,36.129,8.776,1.584,64.8
1358.2,35.317,36.129,8.178,1.275,64.8
1358.3,35.317,36.129,9.045,1.644,64.8
1358.4,35.317,36.129,8.188,0.229,64.8
1358.5,35.317,36.129,8.178,0.498,64.8
1358.6,35.317,36.129,8.208,0.807,64.8
1358.7,33.956,36.129,8.218,0.339,64.8
1358.8,35.317,36.129,8.527,0.388,64.8
1358.9,34.924,37.158,8.188,1.285,64.8
1359,35.416,36.129,8.586,1.654,64.8
1359.1,35.317,36.129,9.234,2.022,64.8
1359.2,35.317,36.129,8.178,1.275,64.8
1359.3,35.317,36.435,8.427,0.289,64.8
1359.4,35.317,35.224,8.228,1.295,64.8
1359.5,34.826,36.231,8.357,1.265,64.8
1359.6,35.317,36.129,8.606,1.086,64.8
1359.7,35.022,34.926,8.208,1.275,64.8
1359.8,35.317,36.129,8.208,1.195,64.8
1359.9,35.317,36.129,8.178,1.275,64.8
1360,35.218,35.926,8.198,1.275,64.8
1360.1,35.317,36.129,8.437,0.269,64.8
1360.2,35.317,36.538,9.154,1.813,64.8
1360.3,35.317,36.129,8.327,0.478,64.8
1360.4,35.317,36.129,8.287,1.325,64.8
1360.5,36.619,36.129,8.875,1.683,64.8
1360.6,35.317,36.129,8.178,1.275,64.8
1360.7,35.317,36.129,9.254,1.912,64.8
1360.8,35.317,36.435,8.188,1.136,64.8
1361,35.416,36.129,8.178,1.285,64.8
1361,35.416,36.129,8.228,1.165,64.8
1361.2,35.416,36.129,8.317,1.315,64.8
1361.3,35.416,36.129,9.114,1.813,64.8
1361.4,35.317,34.926,8.387,0.349,64.8
1361.5,34.924,36.231,8.297,1.285,64.8
1361.6,35.416,36.231,9.313,1.853,64.8
1361.7,35.416,36.538,8.178,1.275,64.8
1361.8,35.416,35.124,8.776,1.584,64.8
1361.9,35.416,36.231,8.188,0.518,64.8
1362,35.416,36.231,8.407,0.986,64.8
1362.1,35.714,36.231,8.208,0.189,64.8
1362.2,35.515,36.641,8.188,1.175,64.8
1362.3,35.515,36.231,8.407,1.126,64.8
1362.4,35.515,36.231,8.178,1.275,64.8
1362.5,35.515,36.744,8.297,0.996,64.8
1362.6,35.515,36.231,8.248,1.295,64.8
1362.7,35.416,36.129,8.178,1.275,64.8
1362.8,35.515,36.231,8.417,1.454,64.8
1362.9,35.515,36.231,8.497,1.454,64.8
1363,35.12,36.231,9.194,1.325,64.8
1363.1,35.614,36.231,8.188,1.285,64.8
1363.2,35.614,36.231,8.636,1.514,64.8
1363.3,35.614,36.231,8.616,1.524,64.8
1363.4,35.614,36.028,8.178,1.275,64.8
1363.5,35.614,35.624,8.198,0.837,64.8
1363.6,35.614,36.231,8.467,0.209,64.8
1363.7,35.614,35.423,9.274,1.962,64.8
1363.9,34.826,36.333,8.188,0.797,64.8
1363.9,35.714,36.333,8.198,1.255,64.8
1364.1,35.813,36.333,8.228,0.139,64.8
1364.1,35.714,35.124,8.218,1.305,64.8
1364.3,36.721,36.333,8.188,0.976,64.8
1364.4,35.714,36.435,8.128,0.717,64.8
1364.4,36.013,36.231,8.178,1.275,64.8
1364.6,35.714,35.524,8.387,0.568,64.8
1364.7,35.714,36.435,8.606,1.654,64.8
1364.8,35.813,36.435,8.218,1.295,64.8
1364.9,35.714,36.435,8.188,1.285,64.8
1365,35.714,36.435,8.208,1.275,64.8
1365.1,35.714,36.435,8.198,0.388,64.8
1365.2,35.813,36.435,8.178,1.275,64.8
1365.3,35.813,36.333,8.437,1.434,64.8
1365.4,35.813,36.028,8.188,0.289,64.8
1365.5,35.813,36.435,8.407,0.309,64.8
1365.6,35.813,36.538,9.104,1.873,64.8
1365.7,35.813,36.028,8.367,1.365,64.8
1365.8,35.813,36.538,8.417,0.508,64.8
1365.9,35.813,36.538,8.178,1.275,64.8
1366,35.813,36.538,8.307,1.295,64.8
1366.1,35.813,36.538,8.447,1.026,64.8
1366.2,35.813,35.323,9.045,1.265,64.8
1366.3,35.317,36.538,8.716,1.066,64.8
1366.4,36.925,36.538,8.417,0.857,64.8
1366.5,35.913,36.538,8.258,1.315,64.8
1366.6,35.714,36.538,8.178,1.275,64.8
1366.7,35.913,36.641,8.278,1.315,64.8
1366.8,35.913,36.847,8.198,0.339,64.8
1367,35.913,35.825,8.178,1.325,64.8
1367,36.013,36.538,8.915,1.594,64.8
1367.2,36.823,36.333,8.576,1.683,64.8
1367.2,35.913,36.641,8.198,0.697,64.8
1367.4,35.515,36.641,8.218,1.305,64.8
1367.5,36.013,36.641,8.636,1.504,64.8
1367.6,35.913,36.641,8.218,1.275,64.8
1367.7,36.214,36.641,8.178,1.275,64.8
1367.8,36.013,36.641,8.198,1.136,64.8
1367.9,35.913,36.641,8.805,1.355,64.8
1368,34.729,36.641,8.248,1.305,64.8
1368.1,36.518,36.744,8.367,0.946,64.8
1368.2,36.416,36.641,8.198,1.285,64.8
1368.3,36.013,36.744,8.188,0.628,64.8
1368.4,36.013,36.744,8.178,1.275,64.8
1368.5,36.013,36.333,8.208,1.275,64.8
1368.6,36.013,36.744,8.686,1.554,64.8
1368.7,36.013,36.744,9.154,1.803,64.8
1368.8,35.022,36.744,8.766,1.594,64.8
1368.9,36.013,36.744,8.367,0.956,64.8
1369,35.714,36.847,8.736,1.046,64.8
1369.1,36.013,36.847,8.168,1.265,64.8
1369.2,36.013,36.847,8.188,1.165,64.8
1369.3,36.013,36.847,8.417,0.508,64.8
1369.4,36.114,38.426,8.178,0.08,64.8
1369.5,36.114,36.847,8.417,1.006,64.8
1369.6,36.114,36.847,8.208,1.275,64.8
1369.7,36.013,36.847,8.188,0.827,64.8
1369.8,36.416,36.847,8.178,1.275,64.8
1369.9,36.013,36.847,8.188,1.245,64.8
1370,36.114,36.95,8.208,0.05,64.8
1370.1,36.114,36.847,8.178,1.275,64.8
1370.3,36.114,36.847,8.945,1.534,64.8
1370.3,36.114,38.105,8.228,1.295,64.8
1370.5,36.114,36.847,8.457,0.926,64.8
1370.6,36.114,36.95,8.357,1.395,64.8
1370.7,37.028,36.95,8.606,0.229,64.8
1370.8,36.114,36.95,9.064,1.823,64.8
1370.9,36.114,37.787,8.178,1.275,64.8
1371,36.214,37.054,8.238,1.305,64.8
1371.1,36.114,36.95,8.367,0.618,64.8
1371.2,36.114,36.95,8.566,0.269,64.8
1371.3,36.114,38.319,8.238,1.305,64.8
1371.4,36.114,36.641,8.716,1.564,64.8
1371.5,36.114,36.95,8.517,1.434,64.8
1371.6,36.114,37.054,8.178,1.275,64.8
1371.7,36.214,35.926,8.337,0.488,64.8
1371.8,36.114,37.054,8.407,1.434,64.8
1371.9,36.214,37.471,8.168,0.169,64.8
1372,36.114,37.054,8.228,1.295,64.8
1372.1,37.337,37.054,8.427,0.448,64.8
1372.2,36.214,37.054,9.164,1.076,64.8
1372.3,36.214,36.641,8.178,1.275,64.8
1372.4,36.416,37.054,8.208,1.195,64.8
1372.5,36.214,37.054,9.164,1.853,64.8
1372.6,36.214,37.054,8.178,1.275,64.8
1372.7,36.214,37.054,8.238,0.588,64.8
1372.8,36.214,37.158,8.268,1.325,64.8
1373,35.218,37.158,8.696,1.554,64.8
1373,36.214,37.158,8.417,0.877,64.8
1373.1,36.214,37.158,8.905,1.634,64.8
1373.2,36.214,37.158,8.407,1.414,64.8
1373.4,37.131,37.158,8.178,1.275,64.8
1373.5,36.214,37.158,8.208,1.285,64.8
1373.6,36.214,36.847,8.188,0.289,64.8
1373.7,36.214,37.158,8.507,1.454,64.8
1373.8,36.114,37.158,8.218,1.295,64.8
1373.9,35.416,37.158,8.208,1.195,64.8
1374,36.214,37.158,9.563,1.195,64.8
1374.1,36.214,37.158,8.168,1.265,64.8
1374.2,35.515,37.158,8.188,1.245,64.8
1374.3,36.214,37.262,8.218,0.618,64.8
1374.4,37.649,37.262,8.178,0.319,64.8
1374.5,36.214,36.435,8.188,1.414,64.8
1374.6,36.315,37.262,8.268,1.315,64.8
1374.7,36.315,37.262,8.238,1.305,64.8
1374.8,36.315,37.054,8.178,1.275,64.8
1374.9,36.315,37.262,8.058,1.106,64.8
1375,36.315,37.262,8.706,1.564,64.8
1375.1,36.315,37.262,8.178,1.275,64.8
1375.2,36.315,37.262,8.417,0.209,64.8
1375.3,36.315,37.893,8.178,1.165,64.8
1375.4,36.315,37.367,8.945,1.663,64.8
1375.5,36.315,37.367,8.616,1.524,64.8
1375.6,36.315,37.367,8.208,1.275,64.8
1375.7,36.315,37.367,8.387,1.404,64.8
1375.8,36.315,37.367,8.168,1.265,64.8
1375.9,36.416,36.641,9.124,1.942,64.8
1376,36.315,37.367,8.327,1.454,64.8
1376.1,36.416,37.367,8.387,0.528,64.8
1376.3,37.337,36.641,8.238,0.309,64.8
1376.3,36.315,37.367,9.005,1.763,64.8
1376.5,35.12,37.367,8.337,0.618,64.8
1376.6,36.315,37.367,8.178,1.275,64.8
1376.7,36.925,37.158,8.198,1.275,64.8
1376.8,36.315,37.367,8.566,0.03,64.8
1376.9,36.416,36.641,9.114,1.903,64.8
1377,36.315,37.367,8.417,0.966,64.8
1377.1,36.315,38.212,8.248,1.305,64.8
1377.2,36.315,37.367,8.208,0.817,64.8
1377.3,36.416,37.367,8.168,1.265,64.8
1377.4,36.315,38.533,8.716,1.554,64.8
1377.5,36.315,37.367,8.347,1.404,64.8
1377.6,36.214,37.367,8.168,0.199,64.8
1377.7,36.315,37.367,8.198,1.265,64.8
1377.8,36.214,37.367,8.726,1.494,64.8
1377.9,36.315,37.367,8.397,0.249,64.8
1378,36.315,37.367,8.178,1.275,64.8
1378.1,36.315,37.367,8.427,1.424,64.8
1378.2,36.315,37.262,8.188,0.259,64.8
1378.3,36.315,37.367,8.168,0.468,64.8
1378.4,36.114,36.538,8.188,1.265,64.8
1378.5,36.416,36.95,8.596,0.319,64.8
1378.6,36.416,37.367,8.377,1.395,64.8
1378.7,36.416,37.054,8.178,1.285,64.8
1378.8,36.416,37.682,8.248,1.315,64.8
1378.9,36.416,37.787,8.357,0.239,64.8
1379.1,35.317,38.105,8.168,1.265,64.8
1379.1,36.416,37.367,8.218,0.657,64.8
1379.3,36.315,37.999,8.337,1.365,64.8
1379.4,36.416,37.367,8.417,0.279,64.8
1379.5,36.416,37.367,8.208,1.295,64.8
1379.6,36.416,37.367,8.407,0.408,64.8
1379.7,36.416,38.533,8.347,1.305,64.8
1379.8,36.416,37.367,8.178,1.285,64.8
1379.9,36.416,37.367,8.606,1.654,64.8
1380,36.416,38.212,8.427,1.424,64.8
1380.1,37.028,37.367,8.417,0.269,64.8
1380.2,36.315,39.623,8.228,1.315,64.8
1380.3,36.416,37.367,8.317,1.335,64.8
1380.4,36.416,37.367,9.074,1.793,64.8
1380.5,36.416,36.95,8.178,1.285,64.8
1380.6,36.416,37.367,8.955,1.713,64.8
1380.7,36.416,38.212,8.576,1.594,64.8
1380.8,36.416,37.367,8.656,1.544,64.8
1380.9,36.416,37.367,8.188,1.285,64.8
1381,36.416,37.471,8.407,1.414,64.8
1381.1,36.416,37.367,8.546,0.388,64.8
1381.2,36.416,38.105,8.168,1.275,64.8
1381.3,36.013,37.471,8.188,0.428,64.8
1381.4,36.416,37.471,9.124,1.843,64.8
1381.5,37.441,37.471,8.218,0.369,64.8
1381.6,36.416,37.471,8.198,1.295,64.8
1381.7,36.416,37.471,8.706,1.743,64.8
1381.9,36.416,37.471,8.825,1.424,64.8
1381.9,36.416,36.847,8.178,1.275,64.8
1382.1,36.416,38.212,9.204,1.893,64.8
1382.1,36.416,37.471,8.208,1.235,64.8
1382.3,36.416,37.471,8.915,1.703,64.8
